Aathmavilekku Oru Theerthayathra,M P Veerendrakumar,172,100.00
Pandalam Keralavarmayude Balakavithakal,Pandalam Keralavarma,,50.00
Prasanga Pariseelanam,T K D Muzhappilangadu,,125.00
Paristhithiyude Varthamanam,G Nirmala,,125.00
Lady Bird (Malayalam),D H Lawrence,108,65.00
Velutha Rathrikal,Fyodor Dostoyevsky,,50.00
Swiss Sketchukal,Raveendran,,50.00
Pithrukarmavidhi,K M Sreedharan Thanthri,,55.00
Adutha Veettile Aankutty,K K Sudhakaran,64,35.00
Kuttikalude Aarogyaraksha,"S Latha, Dr.",152,115.00
Innathe Chinthavishayam,Sathyan Anthikad,140,80.00
Vyakula Mathavinte Kannadikkoodu,V J James,,60.00
Gupthan Nayarude Lekhanangal (Old Editon),S Guptan Nair,168,80.00
Kozhi,V K N,110,100.00
Thazhvarayil Ninnu Oru Kattu (Old Edition),Thanuja S Bhattathiri,,60.00
Ujjayiniyile Rappakalukal,Vishnu Narayanan Namboodiri,,45.00
Brahmavinte Mudi,Maneka Gandhi,156,90.00
Karunakara Menonum East India Companiyum,Prema Jayakumar,104,60.00
Kazhinja Kaalam,K P Kesava Menon,372,350.00
Edasseriyude Prabandhangal,Edasseri Govindan Nair,148,70.00
Purushavilapam,K P Ramanunni,135,90.00
Sakhav,T V Krishnan,,110.00
Patharathe Munnottu,K Karunakaran,,185.00
Ezhuthiya Kaalam,V R Sudheesh,96,70.00
Budhapadam: Raveendrante Sancharangal,Raveendran,154,80.00
Kannaki,T N Gopakumar,96,45.00
Akalangalile Manushyar,Raveendran,212,100.00
Soodran,T N Gopakumar,80,55.00
Sreepriyayude Aadhikal,Akbar Kakkattil,87,60.00
Paschim Digante Pradosh Kale,Vikraman Nair,,125.00
Jeevitha Ganam,P N Das,255,200.00
Second Half,M P Surendran,,80.00
Naayayude Hrudayavum Mattu Kathakalum,Mikhail Bulgakov,,140.00
Kaanunna Nerathu,Subhash Chandran,111,100.00
Marayillathe,John Brittas,,80.00
Ente Bharathan Thirakkathakal,John Paul,336,220.00
Sayahnachinthakal,K P Kesava Menon,,110.00
Pennum Pranayavum,Rabindranath Tagore,,95.00
Malabarile Thirayattangal,C Gopalan Nair,76,45.00
Madhyeyingane,Subhash Chandran,112,85.00
Timepass,Protima Bedi,,200.00
Priyappetta Gabo,R V M Divakaran,,190.00
Amma (Old Edition),Judith Cornell,172,110.00
Ormayundavan,"P A Varghese, Prof.",,65.00
Pranayathadavukaran,Bilhana,,50.00
Islamika Rashtreeyam Vimarsikkappedunnu,M N Karassery,168,130.00
Loka Bala Kathakal,K Sreekumar,248,160.00
Sthree Ariyendathellam (Mathrubhumi Edition),Many Authors,,200.00
Basheer: Ormakkappuram,Punalur Rajan,76,45.00
Bilathivishesham,K P Kesava Menon,208,95.00
Vishukkani,Geethartha Amith,,60.00
M T: Kathayude Puthupadangal,N P Vijayakrishnan,140,80.00
Volga Tharangangal,T N Gopakumar,95,65.00
Harithadarsanam: Johnciyude Aathmakatha,"Johncy Jacob, Prof.",175,120.00
Vaikom Muhammad Basheer: Ezhuthum Jeevithavum,E M Ashraf,,65.00
Prabhathadeepam,K P Kesava Menon,,55.00
Budhan Kathiyeriyunnu (Zen Kathakal),P N Das,,110.00
Aakasabhoomikalude Thakkol,B M Suhara,262,170.00
Thadakatheerathu,E Harikumar,,75.00
P Bhaskarante Kavithakal,P Bhaskaran,,150.00
Poruthivalarnna Ezhuthukarikal,K P Vijayan,,120.00
Puthoorinte Kathakal,Unnikrishnan Puthoor,304,150.00
Manthravadavum Durmanthravadavum,M R Rajesh,143,90.00
Smruthikavyam,Vaikom Chandrasekharan Nair,,80.00
Maanthrika Vijnanam,M V Vishnu Namboodhiri,160,100.00
Naadan Premam,S K Pottekkatt,,110.00
Kathakathappainkili,Sumangala,206,160.00
Kochambratti (Old Edition),E Harikumar,180,85.00
Pranaya Kathakal,Punathil Kunjabdulla,,70.00
Sumeekko,Roman Kim,,120.00
Vadakkanpattukalile Veeranganamar,Payyannur Balakrishnan,,160.00
Latha Mangeshkar: Sangeethavum Jeevithavum,Jamal Kochangadi,276,175.00
Ekantha Rathrikal (Old Edition),Satheesh Babu Payyanur,88,45.00
Kamala Dasinte Thiranjedutha Kavithakal,Madhavikkutty,188,120.00
Abhinaya Padangal,Richard Boleslavsky,95,70.00
Cleopatrayude Naattil,S K Pottekkatt,120,100.00
Ningalenne Congressakki (Old Edition),A P Abdullakkutty,,75.00
Secular Police,P G Jathavedan Nampoothiri,455,300.00
Mahatma Gandhi (Mathrubhumi Edition),Romain Rolland,132,75.00
Hoovinu Sesham Hoo!,V K N,119,100.00
Aakasaganga,Ettumanoor Sivakumar,188,110.00
Mahathma,Rabindranath Tagore,92,50.00
Vatsalayude Kathakal,P Vatsala,,165.00
Mananchira Test,V K N,88,80.00
Sucheendram Rekhakal,T N Gopakumar,,30.00
Sooryakireedam,Ettumanoor Sivakumar,,125.00
Arogyadarsanam,M K Gandhi,110,85.00
Vinayachandrante Pranaya Kavithakal,D Vinayachandran,,120.00
Thanalidam,Radhalakshmi Padmarajan,,45.00
C Radhakrishnante Lekhanangal,C Radhakrishnan,296,150.00
Aputhrayam (Old Edition),Satyajit Ray,204,100.00
Sangeetha Rajankanathil,V Dakshinamurthy,,50.00
Ente Kuttikkaalam,Charlie Chaplin,120,100.00
Pavithramothiram,Ettumanoor Sivakumar,,100.00
Malabar Manual,William Logan,432,550.00
Khilafath Smaranakal,Mozhikunnathu Namboodirippad,176,135.00
Ente Keralam,Raveendran,268,170.00
Nilavinte Mattorizha,Madhavikkutty,,40.00
Nagnavanaran,Desmond Morris,,100.00
Aayirathonnu Raavukal,M Achuthan,720,500.00
Gothradaham,Vaikom Chandrasekharan Nair,212,100.00
Vadakkanpaattukaliloode,M K Panikkotty,,150.00
Nalloru Varalchaye Ellavarum Ishtappedunnu,P Sainath,,250.00
Nagnanaari,Desmond Morris,,200.00
Pulayappattu,M Mukundan,,325.00
Avalude Ravukal,Shareef,140,60.00
Irakal (Old Edition),K G George,152,75.00
Sahithya Quiz (Mathrubhumi Edition),K T Gopalan,,150.00
Bhakshya Paakavidhi,Manjeri N G Seetharamayyar,78,60.00
Kalikkalangalil Ninnu,Sukumar Azheekode,124,75.00
Azheekodinte Lekhanangal,Sukumar Azheekode,196,115.00
Kovilante Lekhanangal (Old Edition),Kovilan,264,125.00
A Minus B,Kovilan,164,80.00
Oru Chimizhu Manass,Urmila Unni,,35.00
Volgayil Manju Peyyumbol,Punathil Kunjabdulla,,65.00
Family Jokes (Old Edition),K S Kumar,100,"50.00

              42.00"
Jyothisham: Sathyavum Mithyayum,M V Raghavan,136,105.00
Ormakalude Kudamaattam,Sathyan Anthikad,127,100.00
Katha Thudarum,K P A C Lalitha,294,325.00
MAAyude Kathukal,Mandakini Narayanan,180,100.00
Nizhalurangunna Vazhikal,P Vatsala,,100.00
Comedy Talkies,Madhu Mohan,100,50.00
Joke's Own Country,Madhu Mohan,100,50.00
Fun Masala (Old Edition),Madhu Mohan,100,"50.00

              40.00"
Kuttanweshanam Noottandukaliloode,"Muralikrishna, Dr.",204,100.00
Rosadalangal,S Jayachandran Nair,540,350.00
Prabhakaran: Jeevithavum Rashtreeyavum,B Sreeraj,,90.00
Ammayude Lokam,Balamaniamma,164,80.00
Ente Sathyanweshana Pareekshakal (Mathrubhumi Edition),M K Gandhi,534,250.00
Haimavathabhuvil,M P Veerendrakumar,735,350.00
Indira Gandhi: Chembanineerppoo Veendum,K A Abbaas,188,120.00
Safalamee Yatra,N N Kakkad,,160.00
Prathishedhikkunna Aathmavukal (Mathrubhumi Edition),Khalil Gibran,,80.00
Itharavazhvukal,V K Sreeraman,140,70.00
Pranayarithukkal,Many Authors,,75.00
Jahanara,Jahanara Beagum,156,130.00
Amma Makkalodu,Sree Mata Amritanandamayidevi,208,100.00
Nashtappetta Neelambariyum Mattu Kathakalum,Madhavikkutty,167,150.00
Kireedam,Lohithadas,124,70.00
Aavasyamillaatha Achanammamar,Raghunath Paleri,108,50.00
Vismayam Pole,Raghunath Paleri,,65.00
Etho Rathriyude Pakal,Raghunath Paleri,135,90.00
Raghunath Paleriyude Kathakal,Raghunath Paleri,,100.00
Aanandavedam,Raghunath Paleri,436,225.00
Aithihyamala: The Great Legends of Kerala (in 2 Volumes),"Kottarathil Sankunni
                            
                                            
                            ,                 
                                                      Sreekumari Ramachandran",560,800.00
G Devarajan: Sangeethathinte Rajasilpi,Perumpuzha Gopalakrishnan,350,270.00
Thattakam,Kovilan,320,290.00
Aarogyavum Bhakshanakramavum,Many Authors,171,90.00
Innalathe Mazha,N Mohanan,126,130.00
School Diary,Akbar Kakkattil,100,65.00
Jeevithachinthakal,K P Kesava Menon,159,120.00
Ningalkkum IAS Nedam,Harikishore S,160,150.00
Kaalappakarchakal,Devaki Nilayangod,168,80.00
Ennu Swantham Janakikkutty,M T Vasudevan Nair,114,50.00
Vankadalile Thuzhavallakkar,M T Vasudevan Nair,,45.00
Ormakalil Thoovanmayi Padmarajan,Radhalakshmi Padmarajan,,50.00
Padmarajan Ente Gandharvan,Radhalakshmi Padmarajan,,85.00
Sreemad Bhagavatham,Thempatt Sankaran Nair,,700.00
Spoken English Companion,O Abootty,,175.00
Malayala Cinemayude Katha,Vijayakrishnan,210,100.00
Aparan (Screenplay),P Padmarajan,120,80.00
Avalude Katha,P Padmarajan,111,85.00
Idathupaksham Laimgikatha Zacharia,M Damodaran,,75.00
Mozhikalil Sangeethamayi,Ravi Menon,,150.00
Evideyo Oru Sathru,M T Vasudevan Nair,108,65.00
Vaakkukalude Vismayam,M T Vasudevan Nair,,150.00
Bhagyadevatha,Sathyan Anthikad,120,75.00
Sathyan Anthikaadinte Grameenar,Thaha Madayi,152,115.00
Padam Muppath,Akbar Kakkattil,,100.00
Adhyapaka Kathakal,Akbar Kakkattil,180,190.00
Prakruthi Pachakam,Abdul Raheem,,70.00
M Tyude Cinemakal,Kozhikkodan,184,100.00
